Symbol,Name,Description,Sector,Industry,Industry_2,Optionable,Country
AGMH,AGM Group Holdings,Custom computer programming services,Finance,FIN-MISC SVCS,FINANCE,N,HONG KONG
AGNC,AGNC Investment,Real estate investment trusts,Finance,REIT-MTGE TRUST,REAL ESTATE,Y,UNITED STATES
AGO,Assured Guaranty,Surety insurance,Finance,INS-MULTI LINE,INSURANCE,Y,BERMUDA
AGPB,ATLANTIS GRP-B,,,,,,
AGPU,Axe Compute Inc.,Surgical appliances & supplies,Medical,MED/DENTAL-SUPP,MED PRODS,N,UNITED STATES
AGPYY,Agile Property Holdings,"Subdividers & developers, not elsewhere classified",Finance,REAL ESTATE DEV,REAL ESTATE,N,HONG KONG
AGRO,Adecoagro,Agricultural production - crops,Consumer Staples,AGRI OPERATIONS,FOOD,Y,LUXEMBOURG
AGRZ,Agroz Inc.,Agricultural production - crops,Consumer Staples,AGRI OPERATIONS,FOOD,N,
AGTK,Agritek Holdings,Nonstore retailers,Business Services,Financial Transaction Services,BUSINESS SERVICES,N,UNITED STATES
AGTO,AGRITOPE INC,,,,,,
AGTT,ANGSTROM TECHS,,,,,,
AGX,Argan,Construction - special trade contractors,Construction,BLDG&CONST-MISC,BUILDING PRODS,Y,UNITED STATES
AGYS,Agilysys,Computer integrated systems design,Computer and Technology,COMP-INTEGT SYS,COMPUTER/OFFICE EQUIP,Y,UNITED STATES
AGYTF,Allergy Therapeutics,Private households,Medical,MED-DRUGS,DRUGS,N,UNITED KINGDOM
AHAG,Alpha Technologies Group,Fabricated plate work (boiler shop),Computer and Technology,ELEC-MISC COMPONENTS,ELECTRONICS,N,UNITED STATES
AHCHF,ANHUI CONCH CEM,,,,,,
AHCHY,Anhui Conch Cement,"Cement, hydraulic",Construction,BLDG-CMT/CNT/AG,BUILDING PRODS,N,CHINA
AHCO,AdaptHealth,Home health care services,Medical,MED PRODUCTS,MED PRODS,Y,UNITED STATES
AHEXY,Adecco,Help supply services,Business Services,Outsourcing,BUSINESS SERVICES,N,SWITZERLAND
AHFD,ACTIVE HLTH FDS,,,,,,
AHG,Akso Health Group,"Business services, not elsewhere classified",Retail/Wholesale,INTERNET COMMERCE,NONFOOD RETAIL/WH,N,CHINA
AHGIF,Alternate Health,,Medical,MEDICAL INFO SYS,MEDICAL CARE,N,
AHH,Armada Hoffler Properties,Real estate,Finance,REIT-EQTY TRUST - RESID,REAL ESTATE,Y,UNITED STATES
AHI,Advanced Human Imaging,Prepackaged software,Business Services,Technology Services,BUSINESS SERVICES,N,AUSTRALIA
AHII,AMERICAN HERITG,,,,,,
AHIX,COREwafer Industries,"Games, toys, & childrens' vehicles",Computer and Technology,ELEC TEST EQUIPTMENT,ELECTRONICS,N,UNITED STATES
AHKSY,Asahi Kasei,Chemicals & allied products,Basic Materials,CHEM-DIVERSIFD,CHEMICALS,N,JAPAN
AHL,Aspen Insurance Holdings Limited,"Fire, marine, & casualty insurance",Finance,INS-MULTI LINE,INSURANCE,N,BERMUDA
AHMA,Ambitions Enterprise Management Co. L.L.C,Amusement & recreation services,Consumer Discretionary,LEISURE&REC SVS,LEISURE SERVICES,N,
AHNR,Athena Gold,Gold & silver ores,Basic Materials,MINING -GOLD,METALS-NON FERR,N,UNITED STATES
AHR,"American Healthcare REIT, Inc.",Real estate investment trusts,Finance,REIT-EQTY TRUST -OTHER,REAL ESTATE,Y,UNITED STATES
AHRO,"Authentic Holdings, Inc.",,,,,,
AHT,Ashford Hospitality Trust,Real estate investment trusts,Finance,REIT-EQTY TRUST -OTHER,REAL ESTATE,N,UNITED STATES
AHWY,AUDIOHIGHWAY,,,,,,
AI,C3.ai,Prepackaged software,Computer and Technology,IT Services,COMPUTER SOFT/SERV,Y,UNITED STATES
AIAD,"AiAdvertising, Inc.",Miscellaneous retail,Business Services,Technology Services,BUSINESS SERVICES,N,UNITED STATES
AICAF,AIR CHINA LTD,,,,,,
AIDA,AIDA PHARMACEUT,,,,,,
AIFF,"Firefly Neuroscience, Inc.",Prepackaged software,Business Services,Technology Services,BUSINESS SERVICES,N,UNITED STATES
AIFU,AIFU Inc. - Sponsored ADR,"Insurance agents, brokers, & service",Finance,INS-MULTI LINE,INSURANCE,Y,CHINA
AIG,American International Group,"Fire, marine, & casualty insurance",Finance,INS-MULTI LINE,INSURANCE,Y,UNITED STATES
AIGI,Artistmss International Group,Management consulting services,Consumer Staples,COSMETICS&TLTRS,SOAPS/COSMETICS,N,UNITED STATES
AIGO,AIGO HOLD LTD,,,,,,
AIHS,Senmiao Technology,"Automotive rental & leasing, without drivers",Computer and Technology,INTERNET SERVICES,COMPUTER SOFT/SERV,N,CHINA
AII,"American Integrity Insurance Group, Inc.","Fire, marine, & casualty insurance",Finance,INS-PROP&CASLTY,INSURANCE,N,UNITED STATES
AIIA,AI Infrastructure Acquisition Corp.,,Unclassified,UNCLASSIFIED,UNCLASSIFIED,N,
AIIO,Robo.ai Inc. - Class B,Motor vehicles & car bodies,Business Services,Technology Services,BUSINESS SERVICES,N,
AIJTY,Jianpu Technology,"Computer programming, data processing, & other computer related",Business Services,Technology Services,BUSINESS SERVICES,N,CHINA
AIKO,ALTERNATIVE INV,,,,,,
AILEQ,"iLearningEngines, Inc.",Prepackaged software,Computer and Technology,IT Services,COMPUTER SOFT/SERV,N,UNITED STATES
AIM,AIM ImmunoTech,"Biological products, except diagnostic",Medical,MED-DRUGS,DRUGS,N,UNITED STATES
AIMD,Ainos,Pharmaceutical preparations,Medical,MED-DRUGS,DRUGS,N,UNITED STATES
AIMH,AIMRITE HLDGS,,,,,,
AIMV,"AI Maverick Intel, Inc.",,,,,,
AIN,Albany International,"Broadwoven fabric mills, manmade",Industrial Products,TEXTILE-PRDUCTS,IND PRODS/SVC,Y,UNITED STATES
AINMF,NetraMark Holdings Inc.,Holding & other investment offices,Medical,MEDICAL INFO SYS,MEDICAL CARE,N,CANADA
AIOT,PowerFleet,"Communications equipment, not elsewhere classified",Computer and Technology,INTERNET SOFTWARE,COMPUTER SOFT/SERV,Y,UNITED STATES
AIP,Arteris,Semiconductors & related devices,Computer and Technology,INTERNET SOFTWARE,COMPUTER SOFT/SERV,Y,UNITED STATES
AIPUY,AIRPORTS OF THL,,,,,,
AIQUY,Air Liquide,Private households,Basic Materials,CHEM-DIVERSIFD,CHEMICALS,N,FRANCE
AIR,AAR,Aircraft & parts,Aerospace,AEROSP/DEF EQ,AEROSPACE/DEFENSE,Y,UNITED STATES
AIRE,reAlpha Tech Corp.,Real estate,Finance,REAL ESTATE OPS,REAL ESTATE,N,UNITED STATES
AIRG,Airgain,Radio & t.v. communications equipment,Computer and Technology,Communications Components,TELECOMM EQUIP,Y,UNITED STATES
AIRI,Air Industries Group,"Aircraft parts & equipment, not elsewhere classified",Aerospace,AEROSP/DEFENSE,AEROSPACE/DEFENSE,N,UNITED STATES
AIRJ,AirJoule Technologies Corporation,Refrigeration & heating equipment,Business Services,Technology Services,BUSINESS SERVICES,Y,UNITED STATES
AIRO,"AIRO Group Holdings, Inc.",Aircraft,Aerospace,AEROSP/DEFENSE,AEROSPACE/DEFENSE,Y,UNITED STATES
AIRS,AirSculpt Technologies,Offices & clinics of medical doctors,Business Services,Technology Services,BUSINESS SERVICES,Y,UNITED STATES
AIRT,Air T,Air courier services,Transportation,TRANS-AIR FRGHT,TRANSPORT-AIR,N,UNITED STATES
AIRYY,Air China,Private households,Transportation,TRANS-AIRLINE,TRANSPORT-AIR,N,CHINA
AISP,"Airship AI Holdings, Inc.",Prepackaged software,Business Services,Technology Services,BUSINESS SERVICES,Y,UNITED STATES
AIT,Applied Industrial Technologies,"Machinery, equipment, & supplies",Industrial Products,MACH-GENL INDL,MACHINERY,Y,UNITED STATES
AITR,AI Transportation Acquisition Corp.,Holding & other investment offices,Unclassified,UNCLASSIFIED,UNCLASSIFIED,N,UNITED STATES
AIV,Apartment Investment and Management,Real estate investment trusts,Finance,REIT-EQTY TRUST - RESID,REAL ESTATE,Y,UNITED STATES
AIVID,Kemiao Garment Holding Group,,,,,,
AIVN,American International Ventures,Gold & silver ores,Basic Materials,MINING -GOLD,METALS-NON FERR,N,UNITED STATES
AIXC,"AIxCrypto Holdings, Inc.",Pharmaceutical preparations,Business Services,Technology Services,BUSINESS SERVICES,N,UNITED STATES
AIXI,XIAO-I Corporation Unsponsored ADR,Prepackaged software,Business Services,Technology Services,BUSINESS SERVICES,N,CHINA
AIZ,Assurant,"Insurance carriers, not elsewhere classified",Finance,INS-MULTI LINE,INSURANCE,Y,UNITED STATES
AJG,Arthur J. Gallagher & Co.,"Insurance agents, brokers, & service",Finance,INS-BROKERS,INSURANCE,Y,UNITED STATES
AJINY,Ajinomoto,Private households,Consumer Staples,FOOD-MISC/DIVERSIFIED,FOOD,N,JAPAN
AJMPF,Ashmore Group,"Insurance agents, brokers, & service",Finance,FIN-INVEST MGMT,INVEST BKRS/MGMT,N,UNITED KINGDOM
AJP,AJL PEPS TR-ADR,,,,,,
AJYG,AJ1G Inc.,,,,,,
AKA,a.k.a. Brands Holding Corp.,Catalog & mail-order houses,Retail/Wholesale,RETAIL-APP/SHOE,NONFOOD RETAIL/WH,N,UNITED STATES
AKAM,Akamai Technologies,"Business services, not elsewhere classified",Computer and Technology,INTERNET SERVICES,COMPUTER SOFT/SERV,Y,UNITED STATES
AKAN,Akanda Corp.,Medicinals & botanicals,Medical,MED PRODUCTS,MED PRODS,N,CANADA
AKBA,Akebia Therapeutics,Pharmaceutical preparations,Medical,MED-DRUGS,DRUGS,Y,UNITED STATES
AKBTY,Akbank Turk Anonim Sirketi,National commercial banks,Finance,BANKS-FOREIGN,BANKS-MAJOR,N,TURKEY
AKO.A,Embotelladora Andina,Bottled & canned soft drinks,Consumer Staples,BEVERAGES-SOFT,BEVERAGES,N,CHILE
AKO.B,Embotelladora Andina,Bottled & canned soft drinks,Consumer Staples,BEVERAGES-SOFT,BEVERAGES,N,CHILE
AKR,Acadia Realty Trust,Real estate investment trusts,Finance,REIT-EQTY TRUST - RETAIL,REAL ESTATE,Y,UNITED STATES
AKTSQ,Akoustis Technologies,Telephone & telegraph apparatus,Computer and Technology,Semi-Radio Freq,TELECOMM EQUIP,N,UNITED STATES
AKTX,Akari Therapeutics,Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,N,UNITED KINGDOM
AKZOY,AkzoNobel,Paints & allied products,Basic Materials,CHEM-DIVERSIFD,CHEMICALS,N,NETHERLANDS
AL,Air Lease,"Equipment rental & leasing, not elsewhere classified",Transportation,TRANS-EQP&LSNG,TRANSPORTATION,Y,UNITED STATES
ALAB,"Astera Labs, Inc.",Semiconductors & related devices,Computer and Technology,INTERNET SOFTWARE,COMPUTER SOFT/SERV,Y,UNITED STATES
ALAN,Alanco Technologies,Refuse systems,Industrial Products,POLLUTION CNTRL,POLLUTION CNTRL,N,UNITED STATES
ALAR,ALARUM TEC LTD,Prepackaged software,Business Services,Technology Services,BUSINESS SERVICES,N,ISRAEL
ALB,Albemarle,Plastics materials & resins,Basic Materials,CHEM-DIVERSIFD,CHEMICALS,Y,UNITED STATES
ALBKY,Alpha Services and Holdings SA - Sponsored ADR,,Finance,BANKS-FOREIGN,BANKS-MAJOR,N,
ALBT,Avalon GloboCare,Custom computer programming services,Medical,MED-BIOMED/GENE,DRUGS,N,UNITED STATES
ALBY,Community Capital Bancshares,National commercial banks,Finance,BANKS-SOUTHEAST,BANKS & THRIFTS,N,UNITED STATES
ALC,Alcon,Ophthalmic goods,Medical,MED INSTRUMENTS,MED PRODS,Y,SWITZERLAND
ALCE,"Alternus Clean Energy, Inc.",Electric & other services combined,Oils/Energy,Other Alt Energy,ENERGY-ALT SRCS,N,UNITED STATES
ALCO,Alico,Agricultural production - crops,Consumer Staples,AGRI OPERATIONS,FOOD,N,UNITED STATES
ALCY,Alchemy Investments Acquisition Corp 1,Holding & other investment offices,Unclassified,UNCLASSIFIED,UNCLASSIFIED,N,UNITED STATES
ALDX,Aldeyra Therapeutics,Pharmaceutical preparations,Medical,MED-DRUGS,DRUGS,Y,UNITED STATES
ALEC,Alector,"Biological products, except diagnostic",Medical,MED-BIOMED/GENE,DRUGS,Y,UNITED STATES
ALEX,Alexander & Baldwin Holdings,Real estate investment trusts,Finance,REIT-EQTY TRUST -OTHER,REAL ESTATE,Y,UNITED STATES
ALF,Centurion Acquisition Corp.,Holding & other investment offices,Unclassified,UNCLASSIFIED,UNCLASSIFIED,N,UNITED STATES
ALFIQ,Alfi,"Computer programming, data processing, & other computer related",Computer and Technology,IT Services,COMPUTER SOFT/SERV,N,UNITED STATES
ALFVY,Alfa Laval,"Special industry machinery, not elsewhere classified",Construction,ENGINRG/R&D SVS,CONSTRUCT/BLDG SERV,N,SWEDEN
ALG,Alamo Group,Farm machinery & equipment,Industrial Products,MACH-FARM,MACHINERY,Y,UNITED STATES
ALGM,Allegro MicroSystems,Semiconductors & related devices,Computer and Technology,ELEC COMP-SEMIC,ELECTRON-SEMI,Y,UNITED STATES
ALGN,Align Technology,Surgical appliances & supplies,Medical,MED/DENTAL-SUPP,MED PRODS,Y,UNITED STATES
ALGS,Aligos Therapeutics,"Biological products, except diagnostic",Medical,MED-BIOMED/GENE,DRUGS,N,UNITED STATES
ALGT,Allegiant,"Air transportation, scheduled",Transportation,TRANS-AIRLINE,TRANSPORT-AIR,Y,UNITED STATES
ALH,Alliance Laundry Holdings Inc.,Refrigeration & service industry machinery,Retail/Wholesale,RETAIL-HOME FRN,NONFOOD RETAIL/WH,Y,UNITED STATES
ALHC,Alignment Healthcare,Hospital & medical service plans,Medical,Medical Services,MEDICAL CARE,Y,UNITED STATES
ALIF,Artificial Life,Prepackaged software,Computer and Technology,INTERNET SOFTWARE,COMPUTER SOFT/SERV,N,HONG KONG
ALIT,Alight,"Business services, not elsewhere classified",Computer and Technology,INTERNET SOFTWARE,COMPUTER SOFT/SERV,Y,UNITED STATES
ALIZY,Allianz,"Insurance agents, brokers, & service",Finance,INS-MULTI LINE,INSURANCE,N,GERMANY
ALK,Alaska Air Group,"Air transportation, scheduled",Transportation,TRANS-AIRLINE,TRANSPORT-AIR,Y,UNITED STATES
ALKN,ALKANE INC,,,,,,
ALKS,Alkermes,Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,Y,IRELAND
ALKT,Alkami Technology,Prepackaged software,Computer and Technology,INTERNET SOFTWARE,COMPUTER SOFT/SERV,Y,UNITED STATES
ALL,Allstate,"Fire, marine, & casualty insurance",Finance,INS-PROP&CASLTY,INSURANCE,Y,UNITED STATES
ALLE,Allegion,Detective & armored car services,Industrial Products,PROTECTION-SFTY,IND PRODS/SVC,Y,IRELAND
ALLIF,Atlantic Lithium Limited,,Basic Materials,MINING -MISC,METALS-NON FERR,N,CANADA
ALLO,Allogene Therapeutics,"Biological products, except diagnostic",Medical,MED-BIOMED/GENE,DRUGS,Y,UNITED STATES
ALLR,"Allarity Therapeutics, Inc.",Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,N,UNITED STATES
ALLT,Allot,Computer & office equipment,Computer and Technology,INTERNET SOFTWARE,COMPUTER SOFT/SERV,Y,ISRAEL
ALLWF,ALLIED MIND,"Investors, not elsewhere classified",Finance,FIN-INVEST FUND,INVESTMENT FUNDS,N,UNITED STATES
ALLY,Ally Financial,State commercial banks,Finance,FIN-CONS LOANS,FINANCE,Y,UNITED STATES
ALM,Almonty Industries Inc.,Metal mining,Basic Materials,MINING -MISC,METALS-NON FERR,N,CANADA
ALME,ALAMO ENERGY CP,,,,,,
ALMMF,ALUMINUM CP CHN,,,,,,
ALMS,Alumis Inc.,Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,Y,UNITED STATES
ALMU,"Aeluma, Inc.",Semiconductors & related devices,Computer and Technology,ELEC COMP-SEMIC,ELECTRON-SEMI,Y,UNITED STATES
ALNAQ,Allena Pharmaceuticals,"Biological products, except diagnostic",Medical,MED-BIOMED/GENE,DRUGS,N,UNITED STATES
ALNPY,ANA,Private households,Transportation,TRANS-AIRLINE,TRANSPORT-AIR,N,JAPAN
ALNT,ALLIENT INC,Instruments to measure electricity,Computer and Technology,ELEC-MISC COMPONENTS,ELECTRONICS,Y,UNITED STATES
ALNY,Alnylam Pharmaceuticals,Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,Y,UNITED STATES
ALOD,Allied Resources,Crude petroleum & natural gas,Oils/Energy,OIL-US EXP&PROD,OIL-EXP&PROD,N,UNITED STATES
ALOT,AstroNova,"Computer peripheral equipment, not elsewhere classified",Business Services,Technology Services,BUSINESS SERVICES,N,UNITED STATES
ALPE,alphaEn,Services allied to motion pictures,Business Services,Technology Services,BUSINESS SERVICES,N,UNITED STATES
ALPMY,Astellas Pharma,Pharmaceutical preparations,Medical,MED-DRUGS,DRUGS,N,JAPAN
ALPP,"Alpine 4 Holdings, Inc.","Communications equipment, not elsewhere classified",Multi-Sector Conglomerates,DIVERSIFIED OPS,CONGLOMERATES,N,UNITED STATES
ALPS,Alps Group Inc.,Holding & other investment offices,Medical,MED-BIOMED/GENE,DRUGS,N,UNITED STATES
ALRI,ALLERGAN LIGAND,,,,,,
ALRM,Alarm.com,Prepackaged software,Industrial Products,PROTECTION-SFTY,IND PRODS/SVC,Y,UNITED STATES
ALRS,Alerus Financial,National commercial banks,Finance,FIN-MISC SVCS,FINANCE,Y,UNITED STATES
ALRTF,ALR Technologies SG Ltd.,"Communications equipment, not elsewhere classified",Medical,Medical Services,MEDICAL CARE,N,SINGAPORE
ALRY,ALLENERGY INC,,,,,,
ALSAF,Alpha Star Acquisition,Holding & other investment offices,Unclassified,UNCLASSIFIED,UNCLASSIFIED,N,UNITED STATES
ALSE,Alseres Pharmaceuticals,Pharmaceutical preparations,Medical,MED-DRUGS,DRUGS,N,UNITED STATES
ALSMY,Alstom,Motors & generators,Transportation,TRANS-RAIL,TRANSPORTATION,N,FRANCE
ALSN,Allison Transmission Holdings,Motor vehicle parts & accessories,Auto/Tires/Trucks,AUTO/TRUCK-ORIG,AUTOS/TIRES/TRUCKS,Y,UNITED STATES
ALT,Altimmune,Pharmaceutical preparations,Medical,MED-DRUGS,DRUGS,Y,UNITED STATES
ALTG,Alta Equipment Group,Industrial machinery & equipment,Industrial Products,MACH-GENL INDL,MACHINERY,Y,UNITED STATES
ALTI,ALTI GLOBAL INC,Investment advice,Finance,FIN-MISC SVCS,FINANCE,Y,UNITED STATES
ALTO,Alto Ingredients,Industrial organic chemicals,Consumer Discretionary,CONSM PD-MISC DIS,OTHER CONS DISC,Y,UNITED STATES
ALTS,ALT5 Sigma Corporation,Pharmaceutical preparations,Finance,FIN-MISC SVCS,FINANCE,Y,UNITED STATES
ALTX,Altex Industries,Crude petroleum & natural gas,Oils/Energy,OIL-US EXP&PROD,OIL-EXP&PROD,N,UNITED STATES
ALUR,"Allurion Technologies, Inc.",Surgical & medical instruments,Medical,MED PRODUCTS,MED PRODS,N,UNITED STATES
ALV,Autoliv,Motor vehicle parts & accessories,Auto/Tires/Trucks,AUTO/TRUCK-ORIG,AUTOS/TIRES/TRUCKS,Y,SWEDEN
ALVO,Alvotech,"Biological products, except diagnostic",Medical,MED-BIOMED/GENE,DRUGS,N,LUXEMBOURG
ALVOF,Alvopetro Energy,Crude petroleum & natural gas,Oils/Energy,Other Alt Energy,ENERGY-ALT SRCS,N,CANADA
ALX,Alexander's,Real estate investment trusts,Finance,REIT-EQTY TRUST -OTHER,REAL ESTATE,N,UNITED STATES
ALXO,ALX Oncology Holdings,Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,Y,UNITED STATES
ALYAF,Alithya Group,"Computer programming, data processing, & other computer related",Business Services,Technology Services,BUSINESS SERVICES,N,CANADA
ALZH,ALZHEON INC,,,,,,
ALZN,Alzamend Neuro,Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,N,UNITED STATES
AM,Antero Midstream,Natural gas transmission,Oils/Energy,OIL-US INTEGRTD,OIL-INTEGRATED,Y,UNITED STATES
AMADY,Amadeus IT Group,Private households,Business Services,Technology Services,BUSINESS SERVICES,N,SPAIN
AMAL,Amalgamated Financial,State commercial banks,Finance,FIN-SBIC&COMMRL,FINANCE,Y,UNITED STATES
AMAT,Applied Materials,Semiconductors & related devices,Computer and Technology,ELEC COMP-SEMIC,ELECTRON-SEMI,Y,UNITED STATES
AMBA,Ambarella,Semiconductors & related devices,Computer and Technology,ELEC COMP-SEMIC,ELECTRON-SEMI,Y,UNITED STATES
AMBBY,Ambu A/S Unsponsored ADR,Holding & other investment offices,Medical,MED-HOSPITALS,MEDICAL CARE,N,DENMARK
AMBD,AMER MOBILE DNT,,,,,,
AMBIQ,AMBIPAR EMERGNC,Sanitary services,Industrial Products,Industrial Services,IND PRODS/SVC,N,BRAZIL
AMBK,American Bank,National commercial banks,Finance,BANKS-NORTHEAST,BANKS & THRIFTS,N,UNITED STATES
AMBO,Ambow Education Holding,Educational services,Consumer Discretionary,SCHOOLS,OTHER CONS DISC,N,UNITED STATES
AMBP,Ardagh Metal Packaging,Metal cans,Industrial Products,CONTNRS-MTL/GLS,CONTNRS & GLASS,Y,LUXEMBOURG
AMBQ,"Ambiq Micro, Inc.",Semiconductors & related devices,Computer and Technology,ELEC COMP-SEMIC,ELECTRON-SEMI,N,UNITED STATES
AMBR,Amber International Holding Limited - Sponsored ADR,Nondepository credit institutions,Business Services,Technology Services,BUSINESS SERVICES,Y,SINGAPORE
AMBS,Amarantus Bioscience Holdings,Pharmaceutical preparations,Medical,Medical Services,MEDICAL CARE,N,UNITED STATES
AMBZ,American Business Bank,"Commercial banks, not elsewhere classified",Finance,BANKS-SOUTHWEST,BANKS & THRIFTS,N,UNITED STATES
AMC,AMC Entertainment,Motion picture theaters,Consumer Discretionary,LEISURE&REC SVS,LEISURE SERVICES,Y,UNITED STATES
AMCF,Andatee China Marine Fuel Services,Petroleum bulk stations & terminals,Oils/Energy,OIL REFING&MKTG,OIL-MISC,N,CHINA
AMCI,AMC Robotics Corporation,Holding & other investment offices,Unclassified,UNCLASSIFIED,UNCLASSIFIED,N,UNITED STATES
AMCR,Amcor,Miscellaneous manufacturing industries,Industrial Products,CONTNRS-PPR/PLS,CONTNRS & GLASS,Y,UNITED KINGDOM
AMCX,AMC Networks,Cable & other pay television services,Consumer Discretionary,BRDCST-RADIO/TV,MEDIA,Y,UNITED STATES
AMD,Advanced Micro Devices,Semiconductors & related devices,Computer and Technology,COMP-INTEGT SYS,COMPUTER/OFFICE EQUIP,Y,UNITED STATES
AMDLY,Amada,Private households,Industrial Products,MACH TLS&RL PRD,MACHINERY,N,JAPAN
AME,AMETEK,Process control instruments,Computer and Technology,ELEC TEST EQUIPTMENT,ELECTRONICS,Y,UNITED STATES
AMEN,AMEN Properties,Real estate investment trusts,Computer and Technology,INTERNET CONTENT,COMPUTER SOFT/SERV,N,UNITED STATES
AMFC,AMB Financial,Federal savings institutions,Finance,FIN-SVGS & LOAN,BANKS & THRIFTS,N,UNITED STATES
AMFPF,Amplifon,Private households,Medical,Medical Services,MEDICAL CARE,N,ITALY
AMG,Affiliated Managers Group,Investment advice,Finance,FIN-INVEST MGMT,INVEST BKRS/MGMT,Y,UNITED STATES
AMGN,Amgen,"Biological products, except diagnostic",Medical,MED-BIOMED/GENE,DRUGS,Y,UNITED STATES
AMGY,American Metal & Technology,Iron & steel foundries,Industrial Products,METAL PROC&FABR,METALS FABRICATING,N,UNITED STATES
AMH,American Homes 4 Rent,Real estate investment trusts,Finance,REIT-EQTY TRUST - RESID,REAL ESTATE,Y,UNITED STATES
AMIN,American International Industries,Motor vehicle parts & accessories,Multi-Sector Conglomerates,DIVERSIFIED OPS,CONGLOMERATES,N,UNITED STATES
AMIX,"Autonomix Medical, Inc.",Surgical & medical instruments,Medical,MED INSTRUMENTS,MED PRODS,N,UNITED STATES
AMKBY,A.P. Moller-Maersk,Private households,Transportation,TRANS-SHIP,TRANSPORTATION,N,DENMARK
AMKR,Amkor Technology,Semiconductors & related devices,Computer and Technology,ELEC COMP-SEMIC,ELECTRON-SEMI,Y,UNITED STATES
